Country,SH.MED.BEDS.ZS,SH.MED.PHYS.ZS,SH.MED.NUMW.P3,SH.UHC.SRVS.CV.XD,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PP.CD,SH.XPD.OOPC.CH.ZS,SH.XPD.OOPC.PC.CD,SH.XPD.OOPC.PP.CD,SH.STA.DIAB.ZS,SP.DYN.LE00.FE.IN,SP.DYN.LE00.IN,SP.DYN.LE00.MA.IN,SP.DYN.AMRT.FE,SP.DYN.AMRT.MA,SH.DYN.NCOM.ZS,SH.DYN.NCOM.FE.ZS,SH.DYN.NCOM.MA.ZS,SH.DTH.COMM.ZS,SH.DTH.INJR.ZS,SH.DTH.NCOM.ZS,SH.H2O.BASW.ZS,SH.STA.BASS.ZS,SP.POP.80UP.FE.5Y,SP.POP.80UP.MA.5Y,SP.POP.65UP.FE.ZS,SP.POP.65UP.MA.ZS,SP.POP.65UP.TO.ZS,SP.POP.0014.FE.ZS,SP.POP.0014.MA.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.FE.ZS,SP.POP.1564.MA.ZS,SP.POP.1564.TO.ZS,SP.POP.TOTL
ABW,,1.12,,,,,,,,,11.6,78.507,76.152,73.628,68.514,110.63,,,,,,,97.8690233809859,97.5434811165022,2.85781087011259,1.72756946103017,14.8411927628503,12.1268211129687,13.5509471396854,16.6396892198122,19.0908367168219,17.8024469743493,68.5191180173375,68.7823421702094,68.6466058859653,105845.0
AFG,0.5,0.284,0.32,37.0,11.7771938443184,67.1226501464844,174.73063659668,75.482577085495,50.6659126281738,132.750457763672,9.2,66.026,64.486,63.047,192.532,237.554,29.8,27.7,31.8,36.4,19.5,44.1,67.0646234205214,43.4176100145511,0.32098229099271,0.233325824490103,2.85168676664079,2.33214265531168,2.58492693988024,43.2234155668612,42.963931941074,43.0901755117794,53.924897666498,54.7039254036143,54.3248975483403,37172386.0
AGO,0.8,0.2149,1.3123,40.0,2.79150027781725,114.45964050293,185.854034423828,34.1210126876831,39.0547943115234,63.415283203125,4.5,63.666,60.782,58.064,220.291,327.044,16.5,16.0,17.2,63.4,9.2,27.4,55.8429048722414,49.8769787577501,0.337248804110499,0.2075326253215,2.43095469211594,1.99722349415499,2.21637364776329,46.1819021284752,47.4493550781457,46.8089247095412,51.3871431794089,50.5534214276993,50.9747016426956,30809762.0
ALB,2.9,1.1998,3.5998,59.0,,,,,,,9.0,80.167,78.458,76.816,49.486,93.315,17.0,13.1,20.7,2.9,4.0,93.1,91.0392276676191,97.7183683821447,3.03395389713644,2.44807869374057,14.5387415783404,12.9788964134527,13.7447359109736,16.9576465381137,18.3626673277144,17.672873724304,68.5036118835458,68.6584362588329,68.5823903647225,2866376.0
AND,2.5,3.3333,4.0128,,10.3205524384975,4040.78662109375,5237.24169921875,41.7770534753799,1688.12145996094,2187.96533203125,7.7,,,,,,,,,,,,99.9999962826959,99.9999962826959,,,,,,,,,,,,77006.0
ARE,1.2,2.3944,5.5857,76.0,3.33428233861923,1357.01745605469,2468.54931640625,18.8674405217171,256.034484863281,465.752105712891,16.3,79.164,77.814,77.133,44.863,69.555,16.8,15.5,17.3,6.5,16.8,76.8,98.0455065574262,98.586008743698,0.163864476791062,0.0976893899532615,1.20524271430067,1.03257954627275,1.08500098484481,23.6329517059021,10.6630528877424,14.6035093701468,75.1618055797973,88.3043675659849,84.3114896450084,9630959.0
ARG,5.0,3.96,2.58,76.0,9.12431478500366,1324.603515625,1916.50415039063,15.0185272097588,198.935943603516,287.830688476563,5.9,79.863,76.52,73.082,79.483,147.086,15.8,12.2,19.7,15.9,6.5,77.6,99.078374648261,94.2585054176821,3.4475320307634,1.77481880389002,12.8326577861866,9.31610791268895,11.1177888760774,23.7206645801837,25.8538763968927,24.7609338351238,63.4466776336297,64.8300156904184,64.1212772887989,44494502.0
AUS,3.8,3.5874,12.6612,87.0,9.20594781637192,5331.81787109375,4816.15380859375,18.1521028280258,967.837036132813,874.233215332031,5.6,84.9,82.7487804878049,80.7,44.673,75.835,9.1,7.2,11.0,4.6,5.9,89.5,99.9699355966804,99.9911523822512,4.67924906904907,3.40801882417612,16.5389515247849,14.7675277800315,15.6564752275591,18.6121300328616,19.7734175935011,19.1906170385658,64.8489184423535,65.4590546264674,65.1529077338752,24982688.0
AUT,7.6,5.1441,8.1778,79.0,10.3966169059277,4939.87548828125,5617.396484375,19.2032665014267,948.617431640625,1078.72351074219,6.6,84.0,81.6439024390244,79.4,41.779,79.032,11.4,8.5,14.4,2.6,5.2,92.2,100.0,99.9729096123263,6.55386653077959,3.92008680806524,21.2088048981301,16.7191757259471,19.0015664595899,13.6404540475046,14.9777993496715,14.2979476320233,65.1507410543654,68.3030249243815,66.7004859083869,8840521.0
AZE,4.7,3.4466,6.9621,65.0,6.65182918310165,275.809356689453,1163.86193847656,83.8561415672302,231.283081054688,975.969787597656,6.1,75.336,72.864,70.345,89.073,149.499,22.2,16.1,28.7,8.8,4.6,86.6,91.3857399436573,92.5114453471259,1.73714498870402,0.982339804628094,7.22116766289933,5.16465817169872,6.19518275071493,21.718072673343,25.028408793267,23.3695698603865,71.0607596637577,69.8069330350343,70.4352473888986,9939800.0
BDI,0.8,0.05,0.68,42.0,7.51757025718689,23.5004329681396,59.188663482666,25.4629760980606,5.98391008377075,15.0711965560913,5.1,63.031,61.247,59.435,253.135,310.651,22.9,22.7,23.1,55.8,12.1,32.1,60.8305489209566,45.8212048667364,0.356300585871955,0.227288725085867,2.50374056163706,1.98580280225899,2.24694046033717,44.8103045884637,46.2046771698736,45.5016807491186,52.6859548498993,51.8095200278674,52.2513787905443,11175378.0
BEL,6.2,3.3234,11.1011,84.0,10.338669270277,4507.3564453125,5119.07470703125,17.6382228732109,795.017578125,902.913818359375,4.6,83.9,81.5951219512195,79.4,49.245,80.262,11.4,8.6,14.1,7.9,6.4,85.7,100.000003337637,99.486060200783,7.12120189712347,4.2684741168814,20.9131834657207,16.6128676296906,18.7887437383395,16.3930726624729,17.7337807890196,17.0554227603857,62.6937438718065,65.6533515812898,64.1558335012748,11433256.0
BFA,0.4,0.06,0.5696,40.0,6.91505968570709,44.403491973877,129.064270019531,31.6775947809219,14.0659589767456,40.8844604492188,7.3,61.863,61.174,60.361,228.16,260.379,21.7,21.2,22.5,56.3,11.0,32.7,47.8881273382888,19.4020870942332,0.312584894859738,0.178068625002207,2.91698738058123,1.89502270192355,2.40698082866355,44.0629083038492,45.8366415153526,44.9480813221662,53.0201043155695,52.2683357827238,52.6449378491703,19751535.0
BGD,0.8,0.5268,0.3067,48.0,2.27424874901772,36.2823371887207,94.3020172119141,73.8847374916077,26.807107925415,69.6747970581055,9.2,74.291,72.32,70.637,114.505,151.411,21.6,20.4,22.6,25.6,7.5,66.9,97.0160055709065,48.2332427177019,1.06714091750227,0.925676649434137,5.16853184550647,5.14849709986703,5.15839063962068,27.444213142561,27.961512157683,27.706022482501,67.3872550119326,66.8899907424499,67.1355868778783,161356039.0
BGR,6.8,3.9879,5.3029,66.0,8.09560343623161,663.715087890625,1689.68713378906,46.5525686740875,308.976409912109,786.5927734375,6.0,78.4,74.8658536585366,71.5,86.496,183.956,23.6,15.5,32.0,2.2,2.6,95.2,99.1083428248685,86.0036981124037,5.96623216359801,3.47833929591438,24.3961902303145,17.4519984740618,21.021914434268,13.7958103125041,15.4415136325997,14.5954653179814,61.8079994571815,67.1064878933384,64.3826202477506,7025037.0
BHR,2.0,0.9257,2.4944,77.0,4.74810488522053,1127.18627929688,2265.28125,30.5521756410599,344.379943847656,692.092712402344,15.6,78.285,77.163,76.312,56.217,72.073,11.3,11.9,10.9,6.9,10.1,83.0,100.0,100.0,0.506780445391821,0.246452367224037,3.09134318730016,2.04539448395157,2.42633387832394,25.8394920626017,15.4880597732078,19.2543101196218,71.0691647500982,82.4665457428407,78.3193560020542,1569439.0
BIH,3.5,2.0003,6.2998,61.0,8.93166735768318,460.473327636719,1172.36730957031,29.1393101215363,134.178741455078,341.619750976563,9.0,79.72,77.262,74.752,59.775,115.278,17.8,12.9,23.1,1.8,3.7,94.5,96.1423560850213,95.3602353087281,4.14307064239771,2.62930835956091,18.5847811393798,14.2693175711983,16.4703174710621,14.1035909207256,15.4558378751823,14.7662176493152,67.3116279398946,70.2748445536194,68.7634648796227,3323929.0
BLZ,1.3,1.1262,1.6947,64.0,5.64282275736332,280.498809814453,481.028198242188,24.1548627614975,67.7541046142578,116.191703796387,17.1,77.666,74.496,71.579,117.655,213.827,22.1,18.5,25.5,19.4,13.2,67.4,97.9925797872174,87.8585235497944,1.03134605482829,1.04770490256711,4.59866959999584,4.87374081489324,4.73645877657144,29.7264826574714,30.8378494533486,30.2797653698662,65.6748477425327,64.2884097317582,64.9837758535624,383071.0
BMU,6.3000001907,1.766,,,,,,,,,6.7,85.57,81.6517073170732,77.92,,,,,,,,,99.9031400170636,99.9031400170636,,,,,,,,,,,,63973.0
BOL,1.1,1.6111,0.7357,68.0,6.44316077232361,220.274566650391,491.677062988281,25.0778466463089,55.2401237487793,123.302024841309,6.8,74.209,71.239,68.434,138.315,219.194,17.2,16.8,17.7,22.4,13.1,64.5,92.8487351793025,60.7169375713243,1.8807748577976,1.36894923683088,7.76018453005576,6.62859722782781,7.19194739218447,30.5301028188534,31.6122803758743,31.0735477456373,61.7097126510909,61.7591223962979,61.7345048621782,11353142.0
BRA,2.2,2.1499,9.7083,79.0,9.46747660636902,928.79931640625,1472.23095703125,27.4554938077927,255.006439208984,404.208312988281,10.4,79.362,75.672,72.024,91.421,188.528,16.6,13.5,20.0,13.9,12.2,73.9,98.1933926745912,88.2938494055597,2.2316250996813,1.38043098835871,9.99222704938913,7.81741651750992,8.92283783244003,20.5349303266616,22.1601441194372,21.3340719108545,69.4728426239492,70.0224393630529,69.7430902567055,209469333.0
BRB,5.8,2.4886,6.0273,77.0,6.77912682294846,1183.83618164063,1343.23168945313,46.3035732507706,548.158508300781,621.964233398438,13.4,80.392,79.081,77.682,91.939,129.531,16.2,12.9,19.7,13.0,4.2,82.8,98.4944475807257,97.2793784985907,5.03595179421395,3.67803645551344,17.1231813118185,14.3894603862119,15.8026939621338,16.4703102319144,18.2754015520664,17.342948147683,66.4065084562671,67.3351380617217,66.8543578901832,286641.0
BRN,2.7,1.7701,6.6012,81.0,2.37320773303509,671.411499023438,1874.95129394531,5.17660900950432,34.75634765625,97.0588989257813,13.3,76.96,75.722,74.593,98.803,143.719,16.6,14.8,18.5,7.8,7.4,84.8,99.9000090900827,96.3490419463857,0.830842101176379,0.685945519147256,5.20974880614978,4.56115637224994,4.87314756750582,23.2368870598284,22.8322506549905,23.0264614896856,71.5533641340218,72.6065929727596,72.1003909428086,428962.0
BWA,1.8,0.3688,3.3004,61.0,6.13456815481186,465.929321289063,1044.29724121094,2.99324225634336,13.9463930130005,31.2583484649658,5.8,72.049,69.275,66.204,161.962,249.384,20.3,17.9,23.4,46.0,8.3,45.7,90.3377133593968,77.2692247843667,0.658207309145608,0.329681136669237,4.85521154396996,3.54892047120414,4.22387434629301,32.6323318291045,35.6959102811435,34.1129460158256,62.5124566269255,60.7551692476524,61.6631796378814,2254126.0
CAN,2.7,2.6102,9.9056,89.0,10.5727694928646,4754.94775390625,4928.6279296875,14.2197504639626,676.141723632813,700.838562011719,7.6,84.1,81.9487804878049,79.9,51.763,82.625,9.8,8.1,11.5,5.6,6.1,88.3,99.4362440848302,99.2860128514909,5.17041754242233,3.44384967889239,18.5204478409321,15.9239328623382,17.2320066788651,15.3758687905652,16.3722009005922,15.8702508744405,66.1036833685027,67.7038662370697,66.8977424466943,37057765.0
CHE,4.7,4.2363,17.2828,83.0,12.3463220894337,9956.259765625,8216.9580078125,28.9469867944717,2882.037109375,2378.5615234375,5.7,85.6,83.5512195121951,81.6,35.896,58.204,8.6,6.6,10.6,4.3,6.1,89.6,100.000002880374,99.8903735152104,6.31846878342175,3.9802980887717,20.3428899461344,16.8738725608036,18.6232165647717,14.4052109893371,15.4254503604966,14.9109547691069,65.2518990645284,67.7006770786997,66.4658286661214,8513227.0
CHL,2.2,1.08,0.86,70.0,8.9835099875927,1381.98620605469,2228.55688476563,33.5341811180115,463.437713623047,747.328308105469,8.6,82.381,80.042,77.552,59.035,107.669,12.4,10.1,14.8,8.1,7.1,84.7,99.8327911983629,100.000001352226,3.41640396810778,1.985226933853,12.9752808988764,10.041929189148,11.5298016568816,19.123100807831,20.4032197941662,19.7539024707995,67.9016182932926,69.5548510166859,68.7162958723189,18729160.0
CHN,4.2,1.7855,2.3073,79.0,5.15119321644306,440.825622558594,841.114929199219,36.0504120588303,158.919448852539,303.225372314453,9.2,79.051,76.704,74.549,60.272,93.777,17.0,14.1,19.8,3.8,7.0,89.3,92.8461355129662,84.7607877105451,2.17991235149794,1.39566194543666,11.8885814188649,10.0030083756477,10.9208835350654,17.074491701157,18.6382085233776,17.8770027525543,71.0369268799782,71.3587831009747,71.2021137123803,1392730000.0
CMR,1.3,0.0898,0.9337,46.0,4.67066690325737,67.8118133544922,173.862335205078,70.9576010704041,48.1176338195801,123.368545532227,6.0,60.192,58.921,57.656,281.332,317.692,21.6,20.9,22.3,53.9,10.9,35.2,60.3848639473574,39.075550156475,0.371297984536454,0.245414325454455,3.02985722114583,2.42784886253157,2.72887735524057,42.2603122687665,43.0028957145376,42.6315798448676,54.7098305100876,54.5692554229308,54.6395427998918,25216237.0
COD,0.8,0.09,0.47,41.0,3.97872291505337,19.4316463470459,37.3322334289551,40.1247203350067,7.79689359664917,14.9794540405273,6.0,61.901,60.368,58.852,224.637,273.573,19.4,19.2,19.7,61.7,10.3,28.0,43.2433220399021,20.4559768639167,0.45039657764134,0.311127929323779,3.30648643015587,2.72806400190695,3.01784062159803,45.680987919689,46.6521985012589,46.1656420864844,51.0125256501551,50.6197374968342,50.8165172919176,84068091.0
